"","FK_STATION","FK_RANDOM_SAMPLE_LOCATION","COLLECTION_DATE","SAMPLE_TYPE","MATRIX","Aluminum_Total","Aluminum_Total_VQ","Antimony_Total","Antimony_Total_VQ","Lead_Total","Lead_Total_VQ","Calcium_Total","Calcium_Total_VQ","Selenium_Total","Selenium_Total_VQ","Hardness_calculated_as_CACO3","Hardness_calculated_as_CACO3_VQ","Potassium_Total","Potassium_Total_VQ","Silver_Total","Silver_Total_VQ","Iron_Total","Iron_Total_VQ","Beryllium_Total","Beryllium_Total_VQ","pH_Field","pH_Field_VQ","Specific_Conductance_Field","Specific_Conductance_Field_VQ","Oxygen_Dissolved_Field","Oxygen_Dissolved_Field_VQ","Oxygen_Dissolved_Percent_Saturation","Oxygen_Dissolved_Percent_Saturation_VQ","Water_Temperature","Water_Temperature_VQ","Turbidity_Field","Turbidity_Field_VQ","Purge_Volume","Purge_Volume_VQ","MicroLanduse_Category","MicroLanduse_Category_VQ","Ammonia_Total_as_N","Ammonia_Total_as_N_VQ","Alkalinity_Total_as_CaCO3","Alkalinity_Total_as_CaCO3_VQ","Specific_Conductance_Lab","Specific_Conductance_Lab_VQ","Total_Dissolved_Solids_TDS_measured","Total_Dissolved_Solids_TDS_measured_VQ","Organic_Carbon_Total","Organic_Carbon_Total_VQ","Turbidity_Lab","Turbidity_Lab_VQ","Sulfate_Total","Sulfate_Total_VQ","NitrateNitrite_Total_as_N","NitrateNitrite_Total_as_N_VQ","Chloride_Total","Chloride_Total_VQ","Color_true","Color_true_VQ","Fluoride_Total","Fluoride_Total_VQ","Phosphorus_Total_as_P","Phosphorus_Total_as_P_VQ","Kjeldahl_Nitrogen_Total_as_N","Kjeldahl_Nitrogen_Total_as_N_VQ","Depth_to_Water_from_mpe","Depth_to_Water_from_mpe_VQ","Coliform_Fecal_MF","Coliform_Fecal_MF_VQ","Coliform_Total_MF","Coliform_Total_MF_VQ","Thallium_Total","Thallium_Total_VQ","Copper_Total","Copper_Total_VQ","Chromium_Total","Chromium_Total_VQ","Barium_Total","Barium_Total_VQ","Zinc_Total","Zinc_Total_VQ","Molybdenum_total","Molybdenum_total_VQ","Cadmium_Total","Cadmium_Total_VQ","Magnesium_Total","Magnesium_Total_VQ","Nickel_Total","Nickel_Total_VQ","Sodium_Total","Sodium_Total_VQ","Manganese_Total","Manganese_Total_VQ","Arsenic_Total","Arsenic_Total_VQ"
"217",55152,"Z4-CA-13026",2019-02-21 11:15:00,"PRIMARY","WATER",7.5,"I",0.29,NA,0.33,"I",66.6,NA,0.2,"U",192,NA,1.5,NA,0.01,"U",39,"I",0.01,"U",7.3,NA,409.4,NA,0.07,NA,0.9,NA,25.1,NA,0.82,NA,1920,NA,2,NA,0.21,NA,182,"A",380,"A",210,"A",2,NA,0.5,NA,0.31,"I",0.13,"G",12,NA,2.5,"U",0.2,NA,0.051,NA,0.58,NA,9.75,NA,2,"UQ",150,"Q",0.1,"U",6.99,NA,0.42,"I",23,NA,5.6,"I",0.44,"I",0.026,"I",6.35,NA,0.75,"I",8.6,NA,9,NA,0.053,"I"
"218",48841,"Z4-CA-13028",2019-02-11 11:05:00,"PRIMARY","WATER",5,"U",0.05,"U",0.2,"U",58.9,NA,0.2,"U",155,NA,0.72,"I",0.01,"U",1620,NA,0.01,"U",7.13,NA,299.6,NA,0.2,"J",2.4,"J",23.6,NA,10.8,NA,147,NA,1,NA,0.08,NA,140,"A",296,"A",168,NA,2.5,NA,12,NA,8.3,"A",0.15,"G",3.5,"A",50,"A",0.054,"I",0.061,NA,0.22,NA,7.6,NA,2,"UQ",2,"UQ",0.1,"U",10.1,NA,0.4,"U",6,NA,5.9,"I",1.16,NA,0.02,"U",1.95,NA,0.5,"U",2.1,NA,20.9,NA,3.39,NA
"219",55154,"Z4-CA-13032",2019-02-20 12:02:00,"PRIMARY","WATER",26,"I",0.15,"U",0.6,"U",352,NA,0.6,"U",2160,NA,41.6,NA,0.03,"U",1370,NA,0.03,"U",6.78,NA,13777,NA,0.06,NA,0.7,NA,23.1,NA,12.5,NA,153,NA,2,NA,0.17,NA,143,NA,14000,NA,8530,NA,1.9,"G",18,"A",770,NA,0.12,"G",4500,NA,30,"A",0.15,"I",0.035,NA,0.43,NA,4.36,NA,2,"UQ",2,"UQ",1,"U",1.2,"U",1.2,"U",50,NA,15,"U",2.9,NA,0.06,"U",312,NA,6.8,NA,2270,NA,54,NA,3.88,NA
"220",55155,"Z4-CA-13034",2019-03-07 10:34:00,"PRIMARY","WATER",20,"U",0.2,"U",0.8,"U",521,NA,0.8,"U",2450,NA,20.6,NA,0.04,"U",90,"U",0.04,"U",7.5,NA,11451,NA,0.03,NA,0.4,NA,28.3,NA,0.48,NA,2211,NA,1,NA,0.71,NA,148,NA,11500,"A",7400,NA,1.5,NA,0.15,NA,640,NA,0.014,"G",3600,NA,2.5,"U",1.7,NA,0.008,"I",0.9,NA,NA,"O",2,"UQ",2,"UQ",0.4,"U",1.6,"U",1.6,"U",52,NA,15,"U",1.5,"U",0.08,"U",279,NA,2,"U",1600,NA,3,"U",0.75,"I"
"221",55156,"Z4-CA-13037",2019-02-26 09:40:00,"PRIMARY","WATER",7,"I",0.05,"U",0.2,"U",108,NA,0.2,"U",309,NA,2.2,NA,0.01,"U",2330,NA,0.019,"I",6.6,NA,639,NA,0.11,NA,1.4,NA,25,NA,2.2,NA,64,NA,2,NA,0.63,NA,321,NA,677,NA,384,"A",16,NA,9.5,"A",0.2,"U",0.12,"G",22,NA,65,"A",0.22,NA,0.069,NA,1.2,NA,7.79,NA,2,"UQ",2,"UQ",0.1,"U",0.4,"U",1,"I",38.3,NA,9.7,"I",4.61,NA,0.02,"U",9.29,NA,0.5,"U",27.7,NA,29.7,NA,0.52,NA
"222",728,"Z4-CA-13039",2019-03-18 11:02:00,"PRIMARY","WATER",5,"U",0.05,"U",0.25,"I",54,NA,0.2,"U",250,NA,1.1,"I",0.01,"U",140,NA,0.01,"U",6.82,NA,571,NA,0.05,NA,0.5,NA,24.4,NA,1.11,NA,180,NA,1,NA,0.44,NA,274,NA,593,NA,305,NA,5.1,"G",0.35,"G",0.2,"U",0.1,"G",25,NA,17,NA,0.29,NA,0.005,NA,0.68,NA,28.5,NA,2,"UJQ",2,"UQ",0.1,"U",0.4,"U",0.4,"U",4.5,NA,5,"U",0.15,"U",0.02,"U",28,NA,0.5,"U",24.4,NA,5.5,NA,0.05,"U"
"223",933,"Z4-CA-13041",2019-03-20 12:50:00,"PRIMARY","WATER",21,NA,0.05,"U",0.2,"U",59.8,NA,0.2,"U",156,NA,0.37,"I",0.01,"U",180,NA,0.01,"U",7.06,NA,310.5,NA,0.05,NA,0.6,NA,24.6,NA,1.04,NA,275.5,NA,2,NA,0.025,NA,145,"A",316,"A",172,"A",0.6,"IG",0.7,"G",1.1,NA,0.11,"G",11,NA,6.9,NA,0.14,NA,0.086,NA,0.091,"I",12.47,NA,2,"UQ",2,"UQ",0.1,"U",0.4,"U",1.1,"I",5.6,NA,5,"U",2.18,NA,0.02,"U",1.7,NA,0.5,"U",7.6,NA,5.6,NA,0.073,"I"
"224",5773,"Z4-CA-14003",2020-02-13 13:13:00,"PRIMARY","WATER",5,"U",0.05,"U",0.2,"U",122,NA,0.2,"UJ",370,NA,3.2,NA,0.01,"U",92,"I",0.01,"U",6.97,NA,1442,NA,0.22,NA,2.4,NA,23.5,NA,1.56,NA,36,NA,2,NA,0.51,NA,191,NA,1460,NA,788,NA,3.5,"G",24,NA,77,NA,0.004,"U",290,NA,13,NA,0.095,"I",0.099,NA,0.71,NA,NA,"O",2,"UQ",2,"UQ",0.1,"U",0.4,"U",0.4,"U",25.6,NA,20,"I",0.15,"U",0.02,"U",16,NA,0.5,"U",141,NA,11.8,NA,0.15,"I"
"225",923,"Z4-CA-14007",2020-02-26 13:32:00,"PRIMARY","WATER",5,"U",0.05,"U",0.2,"U",145,NA,0.2,"U",485,NA,7.1,NA,0.01,"U",30,"U",0.01,"U",7.12,NA,2503,NA,0.05,NA,0.6,NA,25.6,NA,1.44,NA,292.5,NA,2,NA,0.37,NA,218,NA,2550,NA,1320,NA,3.7,NA,0.1,"U",66,NA,0.004,"U",640,NA,8.1,NA,0.15,NA,0.046,NA,0.53,NA,4.48,NA,2500,"Q",3500,"Q",0.1,"U",0.4,"U",0.4,"U",34.9,NA,5,"U",0.15,"U",0.02,"U",29.7,NA,0.5,"U",321,NA,2.9,"I",0.4,NA
"226",52983,"Z4-CA-14009B",2020-02-12 12:00:00,"PRIMARY","WATER",32,"G",0.05,"U",0.2,"U",72.7,NA,0.2,"U",303,NA,3.6,NA,0.01,"U",30,"U",0.01,"U",7.35,NA,912,NA,0.48,NA,5.8,NA,25.5,NA,2.16,NA,1620,NA,2,NA,0.18,NA,182,NA,914,NA,460,NA,3.5,NA,0.5,NA,36,NA,0.004,"U",150,NA,3.2,"I",0.98,NA,0.005,NA,0.33,NA,11.79,NA,2,"UQ",2,"UQ",0.1,"U",0.4,"U",0.4,"U",13.5,NA,5,"U",0.15,"U",0.02,"U",29.6,NA,0.5,"U",68.9,NA,1,"U",0.12,"I"
"227",793,"Z4-CA-14011",2020-02-11 10:57:00,"PRIMARY","WATER",5,"U",0.05,"U",0.2,"U",45.1,NA,0.2,"U",172,NA,0.99,"I",0.01,"U",80,"I",0.01,"U",7.64,NA,373.9,NA,0.05,NA,0.6,NA,26.4,NA,1.73,NA,4181,NA,1,NA,0.11,NA,126,NA,369,NA,259,NA,0.82,"IG",0.5,NA,47,NA,0.004,"U",10,NA,4.2,"I",0.6,NA,0.01,"G",0.13,"I",95.13,NA,2,"UQ",2,"UQ",0.1,"U",0.4,"U",0.4,"U",38.3,NA,8.1,"I",0.94,NA,0.02,"U",14.5,NA,0.5,"U",7.4,NA,2.5,"I",0.05,"U"
"228",5718,"Z4-CA-14012",2020-02-20 09:05:00,"PRIMARY","WATER",5,"U",0.05,"U",0.2,"U",93.6,NA,0.2,"U",240,NA,0.31,"I",0.01,"U",4090,NA,0.03,"I",7.09,NA,446.7,NA,0.07,NA,0.8,NA,22.6,NA,2.56,NA,22.5,NA,2,NA,0.6,NA,224,NA,434,NA,240,"A",5.2,"G",36,NA,0.2,"U",0.004,"U",5.9,NA,43,"A",0.039,"I",0.033,NA,1,NA,NA,"O",2,"UQ",2,"UQ",0.1,"U",0.4,"U",0.4,"U",7.6,NA,306,NA,0.18,"I",0.02,"U",1.5,NA,0.5,"U",4.2,NA,23.9,NA,0.47,NA
"229",569,"Z4-CA-14013",2020-02-17 10:08:00,"PRIMARY","WATER",5,"U",0.05,"U",0.2,"U",62.6,NA,0.2,"U",374,NA,4.5,NA,0.01,"U",30,"U",0.01,"U",7.54,NA,1057,NA,0.06,NA,0.8,NA,25.7,NA,1.33,NA,15,NA,1,NA,0.31,NA,144,NA,1080,NA,594,NA,1.7,"G",0.1,"U",220,NA,0.004,"U",120,NA,2.5,"U",1.4,NA,0.002,"U",0.34,NA,-9.24,NA,2,"UQ",2,"UQ",0.1,"U",0.4,"U",0.4,"U",26.1,NA,5,"U",1.69,NA,0.02,"U",52.8,NA,0.5,"U",73.7,NA,1,"U",0.095,"I"
"230",4518,"Z4-CA-14015",2020-02-18 10:02:00,"PRIMARY","WATER",5,"U",0.05,"U",0.34,"I",41.6,NA,0.2,"U",202,NA,1.5,NA,0.01,"U",30,"U",0.01,"U",7.42,NA,410.9,NA,0.32,NA,3.8,NA,23.9,NA,7.94,NA,22.5,NA,2,NA,0.088,"G",155,"A",418,"A",259,"A",1.3,"G",1.6,NA,46,NA,0.08,"G",9.2,NA,2.5,"U",1.7,NA,0.002,"U",0.14,"I",NA,"O",2,"UQ",2,"UQ",0.1,"U",1.78,NA,0.4,"U",26.1,NA,34,NA,3.92,NA,0.02,"U",23.7,NA,0.5,"U",11.7,NA,1,"U",0.054,"I"
"231",1071,"Z4-CA-14016",2020-02-06 12:41:00,"PRIMARY","WATER",29,NA,0.05,"U",0.2,"U",48,NA,0.3,"I",128,NA,0.33,"I",0.01,"U",160,NA,0.01,"U",7.58,NA,256.8,NA,0.04,NA,0.5,NA,24.8,NA,1.7,NA,612,NA,2,NA,0.035,NA,116,"A",248,"A",142,"A",1.1,NA,1,"Q",4.5,NA,0.01,NA,7,NA,4.4,"IQ",0.082,"I",0.028,NA,0.08,"U",9.7,NA,NA,"O",NA,"O",0.1,"U",0.4,"U",0.4,"U",7.9,NA,5,"U",0.22,"I",0.02,"U",1.92,NA,0.63,"I",4.4,NA,13.2,NA,1.26,NA
"232",5126,"Z4-CA-14018",2020-02-24 09:53:00,"PRIMARY","WATER",5,"U",0.05,"U",0.2,"U",60.6,NA,0.2,"U",232,NA,2.5,NA,0.01,"U",30,"U",0.01,"U",7.29,NA,544,NA,4.03,NA,47.6,NA,23.6,NA,1.35,NA,47.3,NA,2,NA,0.3,NA,233,NA,550,NA,298,NA,4.9,"G",0.2,NA,0.45,"I",0.13,"G",29,NA,7.9,NA,1.1,NA,0.002,"U",0.5,NA,NA,"O",2,"UQ",100,"UQ",0.1,"U",1.01,NA,0.4,"U",7.5,NA,24,NA,0.15,"U",0.02,"U",19.7,NA,0.5,"U",30.8,NA,1,"U",0.097,"I"
"233",831,"Z4-CA-14021",2020-02-11 13:43:00,"PRIMARY","WATER",5,"U",0.05,"U",0.2,"U",64,NA,0.2,"U",217,NA,2.9,NA,0.01,"U",89,"I",0.01,"U",7.18,NA,443.9,NA,0.04,NA,0.5,NA,42.8,NA,3.04,NA,348.3,NA,2,NA,0.7,NA,219,NA,440,NA,268,NA,5.6,NA,0.15,NA,0.25,"I",0.004,"U",11,NA,16,"A",0.17,NA,0.1,NA,0.9,NA,41.2,NA,11,"BQ",1200,"BQ",0.1,"U",0.4,"U",0.41,"IG",75.9,NA,5,"U",0.22,"IG",0.02,"U",13.9,NA,0.5,"U",8.8,NA,10.3,NA,0.059,"I"
"234",57400,"Z4-CA-14023",2020-03-10 11:45:00,"PRIMARY","WATER",5,"U",0.05,"U",0.2,"U",77.3,NA,0.2,"U",222,NA,1.3,NA,0.01,"U",30,"U",0.01,"U",7.46,NA,688,NA,0.05,NA,0.6,NA,24.9,NA,1.02,NA,448.4,NA,2,NA,0.36,NA,158,"A",683,NA,392,"A",2,NA,0.1,"U",29,NA,0.005,"I",96,NA,6.2,NA,0.094,"I",0.042,NA,0.52,NA,7,NA,2,"UQ",100,"UQ",0.1,"U",0.4,"U",0.4,"U",15.1,NA,5,"U",18.9,NA,0.02,"U",7.1,NA,0.5,"U",49.6,NA,1,"U",0.05,"U"
"235",57401,"Z4-CA-14026",2020-03-09 13:49:00,"PRIMARY","WATER",5,"U",0.05,"U",0.2,"U",448,NA,0.2,"U",2030,NA,28,NA,0.01,"U",30,"U",0.01,"U",7.06,NA,8270,NA,0.05,NA,0.6,NA,26.3,NA,1.38,NA,729,NA,2,NA,0.38,NA,131,NA,8260,NA,4950,NA,1.6,NA,0.2,NA,1100,NA,0.007,"I",2200,NA,2.5,"U",1.3,NA,0.007,"I",0.56,NA,2.3,NA,2,"UQ",2,"UQ",0.1,"U",0.4,"U",0.4,"U",6.7,NA,5,"U",0.15,"U",0.02,"U",221,NA,0.5,"U",1110,NA,2.5,"I",0.051,"I"
"236",57402,"Z4-CA-14028",2020-02-26 09:54:00,"PRIMARY","WATER",5,"U",0.05,"U",0.2,"U",60,NA,0.2,"U",177,NA,0.3,"U",0.01,"U",100,"I",0.01,"U",7.35,NA,338.7,NA,1.58,NA,18.6,NA,23.3,NA,2.6,NA,73.1,NA,1,NA,0.002,"U",156,"A",334,"A",178,NA,0.5,"U",1.4,NA,4.6,NA,0.34,NA,7,NA,2.5,"U",0.098,"I",0.025,NA,0.08,"U",44.48,NA,2,"UQ",2,"BQ",0.1,"U",0.4,"U",0.79,"IG",6.5,NA,5,"U",0.28,"IG",0.02,"U",6.57,NA,0.5,"U",4.6,NA,16.2,NA,0.35,NA
"237",897,"Z4-CA-14030",2020-03-12 13:10:00,"PRIMARY","WATER",20,"U",0.5,"U",2,"U",882,NA,2,"U",6910,NA,360,NA,0.1,"U",120,"U",0.1,"U",6.88,NA,53979,NA,0.05,NA,0.7,NA,26.9,NA,2.55,NA,528.9,NA,2,NA,0.6,NA,183,NA,53800,NA,35100,NA,8.8,NA,0.2,NA,3100,NA,0.004,"U",20000,NA,13,NA,0.41,"I",0.14,NA,0.92,NA,21.8,NA,2,"UQ",18,"BQ",1,"U",1.6,"U",1.6,"U",94,NA,20,"U",1.5,"U",0.2,"U",1140,NA,2,"U",10500,NA,13,"I",0.5,"U"
"238",57403,"Z4-CA-14032",2020-03-25 10:06:00,"PRIMARY","WATER",5,"U",0.05,"U",0.2,"U",50.7,NA,0.2,"U",134,NA,1.8,NA,0.01,"U",73,"I",0.01,"U",7.49,NA,278.2,NA,0.08,NA,1,NA,24.5,NA,1.24,NA,189,NA,1,NA,0.031,NA,136,NA,272,NA,159,NA,0.57,"I",NA,"O",0.7,NA,0.004,"U",5.4,NA,NA,"O",0.066,"I",0.24,NA,0.08,"U",11.28,NA,2,"UQ",2,"UQ",0.1,"U",0.4,"U",0.4,"U",25.6,NA,5,"U",0.99,"G",0.02,"U",1.81,NA,0.5,"U",4,NA,5,NA,0.05,"U"
"239",57404,"Z4-CA-14033",2020-03-11 12:30:00,"PRIMARY","WATER",94,NA,0.14,"I",0.63,NA,132,NA,0.2,"U",334,NA,11.1,NA,0.01,"U",30,"U",0.01,"U",11.93,"J",1602,NA,0.94,"J",11.2,"J",24,NA,4.26,NA,2112,NA,1,NA,0.51,NA,252,"Q",1090,NA,306,NA,1.7,NA,28,NA,4.6,NA,0.01,"I",5.3,NA,2.5,"U",1.2,NA,0.002,"U",0.73,NA,22.3,NA,2,"UQ",2,"UQ",0.1,"U",0.4,"U",0.4,"U",194,NA,5,"U",0.91,"G",0.02,"U",1.22,NA,0.5,"U",8.5,NA,1,"U",0.17,"I"
"240",7940,"Z4-CA-14034",2020-03-18 12:10:00,"PRIMARY","WATER",5,"U",0.05,"U",0.2,"U",164,NA,0.2,"U",712,NA,3.5,NA,0.01,"U",30,"U",0.01,"U",7.18,NA,1239,NA,0.26,NA,3.3,NA,27.6,NA,1.29,NA,5400,NA,1,NA,0.25,NA,139,NA,1260,NA,982,NA,1.3,"G",0.2,NA,520,NA,0.004,"U",16,NA,2.5,"U",1.4,NA,0.002,"U",0.33,NA,68.18,NA,2,"UQ",2,"UQ",0.1,"U",0.4,"U",0.4,"U",18.9,NA,5,"U",0.15,"U",0.02,"U",73.7,NA,0.5,"U",14.7,NA,1,"U",0.05,"U"
"241",1248,"Z4-CA-14041",2020-03-23 13:36:00,"PRIMARY","WATER",5,"U",0.05,"U",0.2,"U",68.2,NA,0.2,"U",292,NA,2.9,NA,0.01,"U",30,"U",0.01,"U",7.46,NA,968,NA,0.05,NA,0.6,NA,26.7,NA,2.06,NA,895,NA,1,NA,0.41,NA,151,"AJ",980,NA,619,NA,2.8,NA,0.2,NA,28,NA,0.004,"U",180,NA,4.2,"I",0.8,NA,0.078,NA,0.55,NA,10.28,NA,2,"UQ",2,"BQ",0.1,"U",0.4,"U",0.4,"U",26.1,NA,5,"U",0.15,"U",0.02,"U",29.5,NA,0.5,"U",75.5,NA,1,"U",0.11,"I"
"242",738,"Z4-CA-14042",2020-03-19 11:15:00,"PRIMARY","WATER",5,"U",0.05,"U",0.2,"U",456,NA,0.2,"U",2030,NA,7.2,NA,0.01,"U",30,"U",0.01,"U",7,NA,5074,NA,0.21,NA,2.8,NA,29.3,NA,1.35,NA,3321,NA,2,NA,0.48,NA,122,NA,5100,NA,3490,NA,1.5,NA,0.1,"U",900,NA,0.007,"I",1200,NA,2.5,"U",0.98,NA,0.004,"U",0.63,NA,10.19,NA,9,"UQ",9,"UQ",0.1,"U",0.4,"U",0.4,"U",1.2,"I",5,"U",0.15,"U",0.02,"U",216,NA,0.5,"U",383,NA,1,"U",0.34,NA
"243",41499,"Z4-CA-14043",2020-03-24 11:13:00,"PRIMARY","WATER",7.2,"I",0.05,"U",0.2,"U",33.3,NA,0.2,"U",179,NA,5,NA,0.01,"U",38,"I",0.01,"U",7.69,NA,512,NA,0.1,NA,1.2,NA,24.5,NA,1.41,NA,697,NA,2,NA,0.29,NA,179,"J",524,NA,290,NA,1.7,"G",0.2,NA,15,NA,0.004,"U",39,NA,2.5,"U",1.2,NA,0.006,"G",0.31,NA,103.59,NA,2,"UQ",3,"BQ",0.1,"U",0.4,"U",0.4,"U",13.7,NA,9.6,"I",35.2,NA,0.02,"U",23.3,NA,0.5,"U",39.2,NA,1.9,"I",0.07,"I"
"244",53062,"Z5-CA-12003",2018-02-26 10:40:00,"PRIMARY","WATER",3,"U",0.05,"U",0.19,"I",128,NA,0.2,"U",473,NA,3.6,NA,0.01,"U",1470,NA,0.01,"U",7.1,NA,1247,NA,0.44,NA,6.1,NA,25.57,"J",2.9,NA,60,NA,1,NA,0.69,NA,261,NA,1260,NA,700,NA,2.8,NA,21,"A",120,NA,0.004,"U",170,NA,11,"A",0.37,NA,0.03,NA,0.89,NA,13.4,NA,2,"UQ",2,"UQ",0.1,"U",0.3,"I",0.4,"U",10,NA,5,"U",0.49,"I",0.02,"U",37.4,NA,0.2,"U",77.6,NA,44.6,NA,0.34,NA
"245",3117,"Z5-CA-12007",2018-02-19 14:41:00,"PRIMARY","WATER",4,"I",0.05,"U",3.43,NA,126,NA,0.2,"U",847,NA,23.7,NA,0.01,"U",30,"U",0.01,"U",7.2,NA,4267,NA,2.3,"J",29.2,"J",27.99,"J",0.3,NA,722.5,NA,2,NA,0.38,NA,149,NA,4340,NA,2200,NA,1.2,"G",0.3,NA,230,NA,0.004,"U",1100,NA,2.5,"U",2,NA,0.003,"I",0.08,"U",-18.48,NA,2,"UQ",2,"UQ",0.1,"U",31.7,NA,0.4,"U",48.6,NA,62,NA,0.15,"U",0.02,"U",129,NA,0.21,"I",563,NA,1,"U",0.05,"U"
"246",3098,"Z5-CA-12008",2018-02-26 13:28:00,"PRIMARY","WATER",5,"I",0.05,"U",0.05,"U",111,NA,0.2,"U",372,NA,2.5,NA,0.01,"U",30,"U",0.01,"U",6.9,NA,1138,NA,-0.15,NA,-2.5,NA,25.68,"J",0.1,NA,58.5,NA,2,NA,0.65,NA,283,NA,1110,NA,631,NA,12,NA,0.45,NA,47,NA,0.004,"U",160,NA,39,"A",0.35,NA,0.012,NA,1.1,NA,26.55,NA,2,"UQ",2,"UQ",0.1,"U",0.2,"U",0.48,"I",17.5,NA,5,"U",0.15,"U",0.02,"U",22.9,NA,0.2,"U",85,NA,8.5,NA,0.29,NA
"247",3116,"Z5-CA-12011",2018-02-08 14:41:00,"PRIMARY","WATER",4.2,"I",0.05,"U",0.05,"U",172,NA,0.2,"U",1100,NA,28.4,NA,0.01,"U",30,"U",0.01,"U",7.2,NA,5961,NA,0.5,"J",6.7,"J",26.5,"J",0.1,NA,698,NA,2,NA,0.37,NA,136,NA,6210,NA,4200,NA,1.2,"G",0.15,NA,290,NA,0.004,"U",1900,NA,2.5,"U",1.2,NA,0.005,"I",0.5,NA,-13.86,NA,2,"UQ",2,"UQ",0.13,"I",0.2,"U",0.4,"U",66.5,NA,5,"U",0.15,"U",0.02,"U",162,NA,0.2,"U",854,NA,1,"U",0.4,NA
"248",38278,"Z5-CA-12012",2018-02-27 11:01:00,"PRIMARY","WATER",3.4,"I",0.05,"U",0.6,NA,94.8,NA,0.2,"U",258,NA,1.3,NA,0.01,"U",3220,NA,0.01,"U",7.1,NA,610,NA,0.3,NA,4,NA,24.67,"J",0.8,NA,150,NA,4,NA,0.63,NA,232,NA,605,NA,354,"A",11,NA,5.8,"A",24,NA,0.004,"U",40,NA,140,NA,0.13,NA,0.018,NA,1.1,NA,16.8,NA,2,"UQ",7,"BQ",0.1,"U",0.23,"I",0.57,"I",17.1,NA,5,"U",2.28,NA,0.02,"U",5.26,NA,0.55,"I",28.7,NA,56.1,NA,0.31,NA
"249",40002,"Z5-CA-12015",2018-03-15 12:34:00,"PRIMARY","WATER",3,"U",0.05,"U",0.05,"U",57.5,NA,0.2,"U",458,NA,16.9,NA,0.01,"U",30,"U",0.01,"U",7.26,NA,2112,NA,0.16,NA,2,NA,27.15,"J",0.26,NA,660,NA,2,NA,0.37,NA,209,NA,2120,NA,1100,NA,1.2,NA,0.15,NA,130,NA,0.004,"U",470,NA,2.5,"U",2.4,NA,0.003,"IG",0.37,NA,26.85,NA,2,"UQ",25,"BQG",0.1,"U",0.2,"U",0.4,"U",14.6,NA,5,"U",0.15,"U",0.02,"U",76.5,NA,0.2,"U",259,NA,1,"U",0.14,"I"
"250",3052,"Z5-CA-12019",2018-02-12 14:16:00,"PRIMARY","WATER",3.7,"I",0.05,"U",0.05,"U",27.6,NA,0.2,"U",171,NA,8.9,NA,0.01,"U",30,"U",0.01,"U",7.67,NA,847,NA,0.57,NA,7.1,NA,26.3,"J",0.1,NA,912,NA,1,NA,0.39,NA,178,NA,885,NA,479,NA,2.7,"G",0.2,NA,89,NA,0.004,"U",110,NA,3.3,"I",2.9,NA,0.003,"I",0.43,NA,-6.93,NA,2,"UQ",2,"UJQ",0.1,"U",0.54,"I",0.4,"U",29,NA,5,"U",0.15,"U",0.02,"U",24.8,NA,0.2,"U",120,NA,1,"U",0.05,"U"
"251",50621,"Z5-CA-12020",2018-02-21 13:50:00,"PRIMARY","WATER",136,NA,0.05,"U",1.25,NA,104,NA,0.2,"U",346,NA,3.7,NA,0.01,"U",260,"G",0.011,"I",7,NA,715,NA,3.2,"J",44,"J",24.9,"J",17.8,NA,334,NA,4,NA,0.76,NA,316,"A",690,"A",409,NA,9.4,NA,15,"A",4.1,NA,0.004,"U",31,NA,17,NA,0.16,NA,0.13,NA,1.2,NA,14.8,NA,2,"BQ",18,"BQG",0.1,"U",0.7,"I",1.4,"I",29.1,NA,5,"U",0.15,"U",0.045,"I",20.9,NA,1.07,NA,26.3,NA,15.2,NA,0.62,NA
"252",3120,"Z5-CA-12023",2018-03-12 12:14:00,"PRIMARY","WATER",3,"U",0.05,"U",0.05,"U",38.8,NA,0.2,"U",235,NA,9.4,NA,0.01,"U",30,"U",0.01,"U",7.4,NA,581,NA,0.34,NA,4.6,NA,25.97,"J",0.54,NA,202,NA,2,NA,0.15,NA,193,"A",594,"A",314,NA,1,"G",0.1,"U",14,NA,0.004,"U",63,NA,2.5,"U",1.7,"J",0.002,"I",0.17,"I",17.15,NA,2,"UQ",2,"UQ",0.1,"U",0.2,"U",0.4,"U",5.4,NA,5,"U",0.15,"U",0.02,"U",33.6,NA,0.2,"U",37.3,NA,1.4,"I",0.05,"U"
"253",29142,"Z5-CA-12024",2018-02-13 12:53:00,"PRIMARY","WATER",7.2,"I",0.14,"I",0.75,NA,32.5,NA,0.2,"U",90,NA,1.1,"I",0.033,"I",2970,NA,0.01,"U",7.1,NA,748,NA,0.49,NA,5.8,NA,25.2,"J",1,NA,81,NA,2,NA,0.052,NA,125,NA,294,NA,174,NA,5.9,NA,45,"A",3.5,NA,0.009,"I",15,NA,14,"A",0.072,"I",0.009,NA,0.32,NA,24.3,NA,2,"UQ",19000,"BQ",0.1,"U",2.66,NA,0.44,"I",3.6,"I",8.5,"I",0.41,"I",0.031,"I",2.14,NA,3.05,NA,15,NA,40.4,NA,0.37,NA
